Level of education,Country,Year,percentage,income,lead_data,diff,status
primary,Djibouti,2018,70.29769279710679,LM,75.28794204995015,5,Improving
primary,Dominica,2014,116.09837054918528,UM,116.1912104857363,0,Stagnant
primary,Dominica,2015,116.1912104857363,UM,114.7266175779414,-1,Worsening
primary,Dominican Republic,2014,107.55815926272786,UM,111.40535988845213,4,Improving
primary,Dominican Republic,2015,111.40535988845213,UM,110.29874766268645,-1,Worsening
primary,Dominican Republic,2016,110.29874766268645,UM,107.79980682178838,-2,Worsening
primary,Dominican Republic,2017,107.79980682178838,UM,105.69864680731504,-2,Worsening
primary,Dominican Republic,2018,105.69864680731504,UM,112.22821442813466,7,Improving
primary,Ecuador,2014,112.87848810693141,UM,107.68383832994621,-5,Worsening
primary,Ecuador,2015,107.68383832994621,UM,104.93496380065676,-3,Worsening
primary,Ecuador,2016,104.93496380065676,UM,103.53493698287292,-1,Worsening
primary,Ecuador,2017,103.53493698287292,UM,103.26794626089057,-0,Stagnant
primary,El Salvador,2014,106.2758067008864,LM,102.65757039937635,-4,Worsening
primary,El Salvador,2015,102.65757039937635,LM,99.80045017990356,-3,Worsening
primary,El Salvador,2016,99.80045017990356,LM,96.15063959868763,-4,Worsening
primary,El Salvador,2017,96.15063959868763,LM,94.82710515057383,-1,Worsening
primary,Eritrea,2014,79.85054686861683,L,76.16099592751225,-4,Worsening
primary,Eritrea,2017,68.47451807621195,L,68.4338325356792,-0,Stagnant
primary,Estonia,2014,98.00723487973599,H,97.14641409949715,-1,Worsening
primary,Estonia,2015,97.14641409949715,H,97.11779742501349,-0,Stagnant
primary,Estonia,2016,97.11779742501349,H,97.23017170891251,0,Stagnant
primary,Estonia,2017,97.23017170891251,H,97.66769019299198,0,Stagnant
primary,Eswatini,2014,120.72312265268823,LM,119.21538415953066,-2,Worsening
primary,Eswatini,2015,119.21538415953066,LM,116.7950121178954,-2,Worsening
primary,Eswatini,2016,116.7950121178954,LM,115.1601420035695,-2,Worsening
primary,Eswatini,2017,115.1601420035695,LM,114.69361689775619,-0,Stagnant
primary,Ethiopia,2014,99.25275649776204,L,100.97148776174637,2,Improving
primary,Fiji,2015,106.71646185858428,UM,106.43889237906538,-0,Stagnant
primary,Finland,2014,100.6207164841703,H,100.56079263977354,-0,Stagnant
primary,Finland,2015,100.56079263977354,H,100.41883647228,-0,Stagnant
primary,Finland,2016,100.41883647228,H,100.15463860792234,-0,Stagnant
primary,Finland,2017,100.15463860792234,H,100.20510897942663,0,Stagnant
primary,France,2014,101.28034564254492,H,101.98964236665525,1,Improving
primary,France,2015,101.98964236665525,H,102.2604280443932,0,Stagnant
primary,France,2016,102.2604280443932,H,102.41722153309476,0,Stagnant
primary,France,2017,102.41722153309476,H,102.87400336902815,0,Stagnant
primary,Georgia,2014,104.27281398348907,LM,102.75347300122147,-2,Worsening
primary,Georgia,2015,102.75347300122147,UM,100.3439514129896,-2,Worsening
primary,Georgia,2016,100.3439514129896,LM,100.35831064032612,0,Stagnant
primary,Georgia,2017,100.35831064032612,LM,98.63084490983731,-2,Worsening
primary,Georgia,2018,98.63084490983731,UM,99.29888291815281,1,Improving
primary,Germany,2014,100.5386406251701,H,101.66744992971817,1,Improving
primary,Germany,2015,101.66744992971817,H,102.67755814811241,1,Improving
primary,Germany,2016,102.67755814811241,H,104.02236351877949,1,Improving
primary,Germany,2017,104.02236351877949,H,103.89456088716437,-0,Stagnant
primary,Ghana,2014,104.58745240773426,LM,108.33789490439662,4,Improving
primary,Ghana,2015,108.33789490439662,LM,106.727974407871,-2,Worsening
primary,Ghana,2016,106.727974407871,LM,105.50987847438628,-1,Worsening
primary,Ghana,2017,105.50987847438628,LM,103.56847195585415,-2,Worsening
primary,Ghana,2018,103.56847195585415,LM,104.84140976167164,1,Improving
primary,Gibraltar,2016,101.12115732368896,H,103.54402630617466,2,Improving
primary,Greece,2014,97.87486087437053,H,99.52630228222118,2,Improving
primary,Greece,2015,99.52630228222118,H,99.27773111759748,-0,Stagnant
primary,Greece,2016,99.27773111759748,H,99.55348243830483,0,Stagnant
primary,Greece,2017,99.55348243830483,H,99.36643348864803,-0,Stagnant
primary,Grenada,2014,118.58543671690576,UM,118.55215589454193,-0,Stagnant
primary,Grenada,2015,118.55215589454193,UM,112.49786871270247,-6,Worsening
primary,Grenada,2016,112.49786871270247,UM,111.44772783709958,-1,Worsening
primary,Grenada,2017,111.44772783709958,UM,106.85075714632764,-5,Worsening
primary,Guatemala,2014,102.58073988452061,LM,101.51268612380892,-1,Worsening
primary,Guatemala,2015,101.51268612380892,LM,100.81229654527388,-1,Worsening
primary,Guatemala,2016,100.81229654527388,LM,101.19489317262986,0,Stagnant
primary,Guatemala,2017,101.19489317262986,UM,101.90262090851088,1,Improving
primary,Guatemala,2018,101.90262090851088,UM,101.87349394477525,-0,Stagnant
primary,Honduras,2014,91.94348640165524,LM,92.77764022688395,1,Improving
primary,Honduras,2015,92.77764022688395,LM,92.58468991903338,-0,Stagnant
primary,Honduras,2016,92.58468991903338,LM,91.53496334350257,-1,Worsening
primary,Hungary,2014,101.85691516243149,H,102.32511815728952,0,Stagnant
primary,Hungary,2015,102.32511815728952,H,101.87881464721214,-0,Stagnant
primary,Hungary,2016,101.87881464721214,H,100.80547433775263,-1,Worsening
primary,Hungary,2017,100.80547433775263,H,96.76047552367912,-4,Worsening
primary,Iceland,2014,98.18360978814256,H,98.62542955326461,0,Stagnant
primary,Iceland,2015,98.62542955326461,H,99.53414167198468,1,Improving
primary,Iceland,2016,99.53414167198468,H,100.35143870218708,1,Improving
primary,Iceland,2017,100.35143870218708,H,100.43991449549243,0,Stagnant
primary,India,2014,107.86441286357322,LM,108.48522891335726,1,Improving
primary,India,2015,108.48522891335726,LM,114.53832367005748,6,Improving
primary,India,2016,114.53832367005748,LM,112.95786059031894,-2,Worsening
primary,Indonesia,2014,106.07340001826519,LM,105.96024176959963,-0,Stagnant
primary,Indonesia,2015,105.96024176959963,LM,105.60988252701134,-0,Stagnant
primary,Indonesia,2016,105.60988252701134,LM,105.91143342918656,0,Stagnant
primary,Indonesia,2017,105.91143342918656,LM,106.41082430039599,0,Stagnant
primary,Ireland,2014,101.54223836554533,H,101.1846374125543,-0,Stagnant
primary,Ireland,2015,101.1846374125543,H,101.34149310672449,0,Stagnant
primary,Ireland,2016,101.34149310672449,H,100.85277847419749,-0,Stagnant
primary,Ireland,2017,100.85277847419749,H,101.03288066101497,0,Stagnant
primary,Israel,2014,105.18093289748967,H,105.62395640725606,0,Stagnant
primary,Israel,2015,105.62395640725606,H,104.74805114687904,-1,Worsening
primary,Israel,2016,104.74805114687904,H,104.90112310970652,0,Stagnant
primary,Israel,2017,104.90112310970652,H,104.68843300689042,-0,Stagnant
primary,Italy,2014,101.15141621438264,H,100.38675079773502,-1,Worsening
primary,Italy,2015,100.38675079773502,H,99.4254586692929,-1,Worsening
primary,Italy,2016,99.4254586692929,H,101.87936208399282,2,Improving
primary,Italy,2017,101.87936208399282,H,101.24794604178136,-1,Worsening
primary,Jordan,2016,78.56041600555632,LM,80.77087022339136,2,Improving
primary,Jordan,2017,80.77087022339136,UM,81.45889887945543,1,Improving
primary,Jordan,2018,81.45889887945543,UM,81.79920867674751,0,Stagnant
primary,Kazakhstan,2014,112.53440611904995,UM,111.64008273874198,-1,Worsening
primary,Kazakhstan,2015,111.64008273874198,UM,109.8852125543269,-2,Worsening
primary,Kazakhstan,2016,109.8852125543269,UM,108.74776131129036,-1,Worsening
primary,Kazakhstan,2017,108.74776131129036,UM,105.83672778561355,-3,Worsening
primary,Kazakhstan,2018,105.83672778561355,UM,104.37132518091555,-1,Worsening
primary,Kenya,2014,105.75341073546196,LM,103.66156982360283,-2,Worsening
primary,Kenya,2015,103.66156982360283,LM,103.20534158864858,-0,Stagnant
primary,Kiribati,2014,113.91585760517799,LM,105.55113410266614,-8,Worsening
primary,Kiribati,2015,105.55113410266614,LM,106.28384334466692,1,Improving
primary,Kiribati,2016,106.28384334466692,LM,101.30461165048543,-5,Worsening
primary,Kuwait,2014,103.78129853481359,H,102.5897419966138,-1,Worsening
primary,Kuwait,2015,102.5897419966138,H,100.53214946136544,-2,Worsening
primary,Kuwait,2016,100.53214946136544,H,95.68880130952009,-5,Worsening
primary,Kuwait,2017,95.68880130952009,H,92.36027488098499,-3,Worsening
primary,Kuwait,2018,92.36027488098499,H,88.00608963742451,-4,Worsening
primary,Latvia,2014,99.85282463489187,H,99.39331802506376,-0,Stagnant
primary,Latvia,2015,99.39331802506376,H,99.19854881266491,-0,Stagnant
primary,Latvia,2016,99.19854881266491,H,99.36783912200788,0,Stagnant
primary,Latvia,2017,99.36783912200788,H,99.6143927299521,0,Stagnant
primary,Lesotho,2014,116.58582107378659,LM,116.63452235051281,0,Stagnant
primary,Lesotho,2015,116.63452235051281,LM,117.6952664941912,1,Improving
primary,Lesotho,2016,117.6952664941912,LM,120.89750372125269,3,Improving
primary,Liberia,2014,97.42249025386249,L,95.33270837192912,-2,Worsening
primary,Liberia,2015,95.33270837192912,L,89.4702120626873,-6,Worsening
primary,Liberia,2016,89.4702120626873,L,85.10919264673976,-4,Worsening
primary,Liechtenstein,2014,102.66098988823842,H,105.6654195617317,3,Improving
primary,Liechtenstein,2015,105.6654195617317,H,105.49102428722281,-0,Stagnant
primary,Liechtenstein,2016,105.49102428722281,H,104.69973890339426,-1,Worsening
primary,Liechtenstein,2017,104.69973890339426,H,106.32978723404256,2,Improving
primary,Lithuania,2014,101.57556511772113,H,102.08925888478366,1,Improving
primary,Lithuania,2015,102.08925888478366,H,102.89179801299768,1,Improving
primary,Lithuania,2016,102.89179801299768,H,103.874745742614,1,Improving
primary,Lithuania,2017,103.874745742614,H,104.26534352509947,0,Stagnant
primary,Luxembourg,2014,97.52304940140361,H,98.9722536026231,1,Improving
primary,Luxembourg,2015,98.9722536026231,H,100.7897850793913,2,Improving
primary,Luxembourg,2016,100.7897850793913,H,102.28594838181073,1,Improving
primary,Luxembourg,2017,102.28594838181073,H,103.27633786050538,1,Improving
primary,Madagascar,2014,145.2478624185747,L,147.3142005720593,2,Improving
primary,Madagascar,2015,147.3142005720593,L,143.824194975402,-3,Worsening
primary,Madagascar,2018,142.5342833492018,L,134.06146305393432,-8,Worsening
primary,Malawi,2014,147.39579229375147,L,146.39681893042805,-1,Worsening
primary,Malawi,2015,146.39681893042805,L,144.5329543524556,-2,Worsening
primary,Malawi,2016,144.5329543524556,L,145.48887007651823,1,Improving
primary,Malawi,2017,145.48887007651823,L,142.45781675001595,-3,Worsening
primary,Malawi,2018,142.45781675001595,L,144.81099463515625,2,Improving
primary,Malaysia,2014,104.36136549974601,UM,103.8186691680396,-1,Worsening
primary,Malaysia,2015,103.8186691680396,UM,104.99918228812375,1,Improving
primary,Malaysia,2016,104.99918228812375,UM,105.2915971323116,0,Stagnant
primary,Maldives,2015,101.53493975903613,UM,99.42770195080962,-2,Worsening
primary,Maldives,2016,99.42770195080962,UM,97.10980182110337,-2,Worsening
primary,Maldives,2017,97.10980182110337,UM,96.59713701431492,-1,Worsening
primary,Maldives,2018,96.59713701431492,UM,98.03816445265186,1,Improving
primary,Mali,2014,77.07611206756755,L,75.68317951443568,-1,Worsening
primary,Mali,2015,75.68317951443568,L,77.17025584126458,1,Improving
primary,Mali,2016,77.17025584126458,L,80.17078242326855,3,Improving
primary,Mali,2017,80.17078242326855,L,75.6006038084123,-5,Worsening
primary,Malta,2014,102.82345905770791,H,103.54920100925146,1,Improving
primary,Malta,2015,103.54920100925146,H,103.97274416683872,0,Stagnant
primary,Malta,2016,103.97274416683872,H,104.99837186584176,1,Improving
primary,Malta,2017,104.99837186584176,H,106.67417175940817,2,Improving
primary,Malta,2018,106.67417175940817,H,106.60617637695002,-0,Stagnant
primary,Marshall Islands,2015,87.51461056210817,UM,84.74015579980791,-3,Worsening
primary,Mauritania,2014,100.40211772962837,LM,104.51103230825387,4,Improving
primary,Mauritania,2015,104.51103230825387,LM,96.83441676073188,-8,Worsening
primary,Mauritania,2016,96.83441676073188,LM,96.65904342114958,-0,Stagnant
primary,Mauritania,2017,96.65904342114958,LM,99.891763507838,3,Improving
primary,Mauritania,2018,99.891763507838,LM,100.40862545038469,1,Improving
primary,Mauritius,2014,102.44734183118295,UM,102.92053590416106,0,Stagnant
primary,Mauritius,2015,102.92053590416106,UM,102.45340633884385,-0,Stagnant
primary,Mauritius,2016,102.45340633884385,UM,101.52524237924709,-1,Worsening
primary,Mauritius,2017,101.52524237924709,UM,101.10760207534402,-0,Stagnant
primary,Mauritius,2018,101.10760207534402,UM,99.52056464251304,-2,Worsening
primary,Mexico,2014,108.00575169506506,UM,106.60610963128599,-1,Worsening
primary,Mexico,2015,106.60610963128599,UM,106.2777336637598,-0,Stagnant
primary,Mexico,2016,106.2777336637598,UM,105.77000897184719,-1,Worsening
primary,Mexico,2017,105.77000897184719,UM,105.02806611399629,-1,Worsening
primary,Mongolia,2014,101.33481834697655,UM,100.36236950502804,-1,Worsening
primary,Mongolia,2015,100.36236950502804,LM,102.96979544661386,3,Improving
primary,Mongolia,2016,102.96979544661386,LM,102.9340910057109,-0,Stagnant
primary,Mongolia,2017,102.9340910057109,LM,104.04036349892803,1,Improving
primary,Mongolia,2018,104.04036349892803,LM,103.41600862698716,-1,Worsening
primary,Montenegro,2015,95.40308660777744,UM,95.94375475044338,1,Improving
primary,Montenegro,2016,95.94375475044338,UM,98.11320754716981,2,Improving
primary,Montenegro,2017,98.11320754716981,UM,100.0025453712424,2,Improving
primary,Montenegro,2018,100.0025453712424,UM,100.63338396972115,1,Improving
primary,Morocco,2014,109.95760642457202,LM,109.52397349880087,-0,Stagnant
primary,Morocco,2015,109.52397349880087,LM,110.39577832150762,1,Improving
primary,Morocco,2016,110.39577832150762,LM,112.40216108514471,2,Improving
primary,Morocco,2017,112.40216108514471,LM,113.87658316218304,1,Improving
primary,Morocco,2018,113.87658316218304,LM,114.76467595283808,1,Improving
primary,Mozambique,2014,107.59801910848566,L,108.62913872789707,1,Improving
primary,Mozambique,2015,108.62913872789707,L,108.64656375308724,0,Stagnant
primary,Mozambique,2016,108.64656375308724,L,107.8132546773972,-1,Worsening
primary,Mozambique,2017,107.8132546773972,L,112.60497886911824,5,Improving
primary,Mozambique,2018,112.60497886911824,L,116.38113800548231,4,Improving
primary,Myanmar,2016,108.90444039148531,LM,112.22365049803828,3,Improving
primary,Myanmar,2017,112.22365049803828,LM,112.30666503920736,0,Stagnant
primary,Namibia,2017,124.17917295565513,UM,124.24838587162932,0,Stagnant
primary,Nepal,2014,143.24789339897507,L,144.17767753603067,1,Improving
primary,Nepal,2015,144.17767753603067,L,144.48883626465025,0,Stagnant
primary,Nepal,2016,144.48883626465025,L,143.91953667357043,-1,Worsening
primary,Netherlands,2015,102.69759739387541,H,103.28676078203077,1,Improving
primary,Netherlands,2016,103.28676078203077,H,104.22961870729462,1,Improving
primary,Netherlands,2017,104.22961870729462,H,105.22103242190927,1,Improving
primary,New Zealand,2014,97.62129962627004,H,97.94278298700677,0,Stagnant
primary,New Zealand,2015,97.94278298700677,H,98.82144822706188,1,Improving
primary,New Zealand,2016,98.82144822706188,H,99.9747624548586,1,Improving
primary,New Zealand,2017,99.9747624548586,H,101.07142020444446,1,Improving
primary,Niger,2014,69.57596635450966,L,71.59591445898499,2,Improving
primary,Niger,2015,71.59591445898499,L,73.43232847806073,2,Improving
primary,Niger,2016,73.43232847806073,L,74.73619786928114,1,Improving
primary,North Macedonia,2014,91.40603890840313,UM,93.89246458336929,2,Improving
primary,North Macedonia,2017,97.12594570538495,UM,98.17538150707588,1,Improving
primary,Norway,2014,99.82749447443238,H,99.90493282692672,0,Stagnant
primary,Norway,2015,99.90493282692672,H,100.22588071760568,0,Stagnant
primary,Norway,2016,100.22588071760568,H,100.26021231882096,0,Stagnant
primary,Norway,2017,100.26021231882096,H,100.07762724604481,-0,Stagnant
primary,Oman,2014,109.6953936383845,H,108.30457417391439,-1,Worsening
primary,Oman,2015,108.30457417391439,H,108.27389863209503,-0,Stagnant
primary,Oman,2016,108.27389863209503,H,106.36469144625134,-2,Worsening
primary,Oman,2017,106.36469144625134,H,103.39206231454006,-3,Worsening
primary,Oman,2018,103.39206231454006,H,102.93971507868342,-0,Stagnant
primary,Pakistan,2014,84.30746604186112,LM,85.08991542765986,1,Improving
primary,Pakistan,2015,85.08991542765986,LM,91.31745709572566,6,Improving
primary,Pakistan,2016,91.31745709572566,LM,90.58916907574151,-1,Worsening
primary,Pakistan,2017,90.58916907574151,LM,94.328199108133,4,Improving
primary,Pakistan,2018,94.328199108133,LM,95.36159461286091,1,Improving
primary,Panama,2014,99.13537101668844,UM,96.07712750658645,-3,Worsening
primary,Panama,2015,96.07712750658645,UM,93.12197865504467,-3,Worsening
primary,Panama,2016,93.12197865504467,UM,94.3859925861661,1,Improving
primary,Peru,2014,101.13567419606922,UM,100.2368523683953,-1,Worsening
primary,Peru,2015,100.2368523683953,UM,103.0602792669782,3,Improving
primary,Peru,2016,103.0602792669782,UM,103.51957180417155,0,Stagnant
primary,Peru,2017,103.51957180417155,UM,106.94511541904089,3,Improving
primary,Peru,2018,106.94511541904089,UM,113.47723310951254,7,Improving
primary,Philippines,2014,113.05351779600485,LM,112.25092657306948,-1,Worsening
primary,Philippines,2015,112.25092657306948,LM,110.17392879440715,-2,Worsening
primary,Philippines,2016,110.17392879440715,LM,107.50976613724241,-3,Worsening
primary,Philippines,2017,107.50976613724241,LM,101.86222043446091,-6,Worsening
primary,Philippines,2018,101.86222043446091,LM,99.14771852064025,-3,Worsening
primary,Poland,2017,100.01589607710947,H,96.88518711211071,-3,Worsening
primary,Portugal,2014,108.10258581562331,H,106.96262732540904,-1,Worsening
primary,Portugal,2015,106.96262732540904,H,105.7375177088988,-1,Worsening
primary,Portugal,2016,105.7375177088988,H,106.18313017382361,0,Stagnant
primary,Portugal,2017,106.18313017382361,H,106.82673091232154,1,Improving
primary,Qatar,2014,99.051265401125,H,102.57652118534126,4,Improving
primary,Qatar,2015,102.57652118534126,H,103.03263580982554,0,Stagnant
primary,Qatar,2016,103.03263580982554,H,103.28073529100566,0,Stagnant
primary,Qatar,2017,103.28073529100566,H,103.84244297058962,1,Improving
primary,Qatar,2018,103.84244297058962,H,103.5380550783487,-0,Stagnant
primary,Romania,2015,89.17203748368985,UM,86.90768128843837,-2,Worsening
primary,Romania,2016,86.90768128843837,UM,85.15087357515425,-2,Worsening
primary,Romania,2017,85.15087357515425,UM,87.32538258302964,2,Improving
primary,Russian Federation,2014,97.69431954375072,H,99.07290734289909,1,Improving
primary,Russian Federation,2015,99.07290734289909,UM,99.81438929779672,1,Improving
primary,Russian Federation,2016,99.81438929779672,UM,102.58246341179857,3,Improving
primary,Russian Federation,2017,102.58246341179857,UM,104.67881506502934,2,Improving
primary,Rwanda,2014,140.38752505625592,L,139.62436467824705,-1,Worsening
primary,Rwanda,2015,139.62436467824705,L,141.27868976162654,2,Improving
primary,Rwanda,2016,141.27868976162654,L,137.68181214619221,-4,Worsening
primary,Rwanda,2017,137.68181214619221,L,133.04155328373443,-5,Worsening
primary,Rwanda,2018,133.04155328373443,L,131.3118775011668,-2,Worsening
primary,Samoa,2014,107.8500171998624,LM,106.3727934576643,-1,Worsening
primary,Samoa,2015,106.3727934576643,LM,107.2581440452319,1,Improving
primary,Samoa,2016,107.2581440452319,UM,108.54883874155823,1,Improving
primary,Samoa,2017,108.54883874155823,UM,110.5242083486269,2,Improving
primary,Samoa,2018,110.5242083486269,UM,115.10935746113813,5,Improving
primary,San Marino,2018,108.08402291534054,H,104.42198357548958,-4,Worsening
primary,Saudi Arabia,2014,119.03266843847386,H,110.39302176370929,-9,Worsening
primary,Saudi Arabia,2015,110.39302176370929,H,105.12705620507849,-5,Worsening
primary,Saudi Arabia,2016,105.12705620507849,H,99.45812275468738,-6,Worsening
primary,Saudi Arabia,2017,99.45812275468738,H,99.7699005200829,0,Stagnant
primary,Saudi Arabia,2018,99.7699005200829,H,100.71273815613048,1,Improving
primary,Senegal,2014,85.5735022475558,LM,84.93398397953393,-1,Worsening
primary,Serbia,2014,101.13116145598416,UM,101.34291521486642,0,Stagnant
primary,Serbia,2015,101.34291521486642,UM,100.57127041239966,-1,Worsening
primary,Serbia,2016,100.57127041239966,UM,100.31292775807215,-0,Stagnant
primary,Serbia,2017,100.31292775807215,UM,100.30192964249724,-0,Stagnant
primary,Serbia,2018,100.30192964249724,UM,99.64471063906825,-1,Worsening
primary,Seychelles,2014,105.55821753713464,H,104.37311002558735,-1,Worsening
primary,Seychelles,2015,104.37311002558735,H,101.90066749632311,-2,Worsening
primary,Seychelles,2016,101.90066749632311,H,99.84532095901005,-2,Worsening
primary,Seychelles,2017,99.84532095901005,H,100.3794860674401,1,Improving
primary,Seychelles,2018,100.3794860674401,H,100.36367525938603,-0,Stagnant
primary,Sierra Leone,2015,116.09913436244797,L,118.2467795565884,2,Improving
primary,Sierra Leone,2016,118.2467795565884,L,124.47629077247112,6,Improving
primary,Sierra Leone,2017,124.47629077247112,L,112.7545694915031,-12,Worsening
primary,Sierra Leone,2018,112.7545694915031,L,143.72518313033328,31,Improving
primary,Singapore,2016,100.77320574162681,H,100.62695387043239,-0,Stagnant
primary,Singapore,2017,100.62695387043239,H,100.2618666369026,-0,Stagnant
primary,Slovenia,2014,99.7150946260952,H,99.94983480080957,0,Stagnant
primary,Slovenia,2015,99.94983480080957,H,99.83800529405379,-0,Stagnant
primary,Slovenia,2016,99.83800529405379,H,100.39673543414192,1,Improving
primary,Slovenia,2017,100.39673543414192,H,102.06222236274247,2,Improving
primary,Solomon Islands,2014,113.42943263594603,LM,113.59386238312155,0,Stagnant
primary,Solomon Islands,2015,113.59386238312155,LM,114.37426651018885,1,Improving
primary,Solomon Islands,2016,114.37426651018885,LM,112.6239012530391,-2,Worsening
primary,Solomon Islands,2017,112.6239012530391,LM,106.20649359807388,-6,Worsening
primary,Solomon Islands,2018,106.20649359807388,LM,104.28966430407351,-2,Worsening
primary,South Africa,2014,102.70496148697586,UM,105.57039384336804,3,Improving
primary,South Africa,2015,105.57039384336804,UM,103.18495769033488,-2,Worsening
primary,South Africa,2016,103.18495769033488,UM,100.86472920392313,-2,Worsening
primary,South Africa,2017,100.86472920392313,UM,98.53890473254201,-2,Worsening
primary,Spain,2014,107.15204483220136,H,106.36398807893906,-1,Worsening
primary,Spain,2015,106.36398807893906,H,104.21417153934374,-2,Worsening
primary,Spain,2016,104.21417153934374,H,102.71029406700755,-2,Worsening
primary,Spain,2017,102.71029406700755,H,101.98935467536721,-1,Worsening
primary,Sri Lanka,2014,101.35965527425151,LM,101.66146879993596,0,Stagnant
primary,Sri Lanka,2015,101.66146879993596,LM,101.47403882856354,-0,Stagnant
primary,Sri Lanka,2016,101.47403882856354,LM,100.63271231550932,-1,Worsening
primary,Sri Lanka,2017,100.63271231550932,LM,100.16201942027119,-0,Stagnant
primary,Sudan,2014,72.26756357171949,LM,73.14597410502391,1,Improving
primary,Sudan,2015,73.14597410502391,LM,75.90737118344946,3,Improving
primary,Sudan,2016,75.90737118344946,LM,76.81606011002383,1,Improving
primary,Sudan,2017,76.81606011002383,LM,78.95290151689396,2,Improving
primary,Suriname,2014,113.33118971061094,UM,115.80362605867387,2,Improving
primary,Suriname,2015,115.80362605867387,UM,115.54699090498613,-0,Stagnant
primary,Suriname,2016,115.54699090498613,UM,110.55752497582985,-5,Worsening
primary,Suriname,2017,110.55752497582985,UM,108.84211541862972,-2,Worsening
primary,Suriname,2018,108.84211541862972,UM,109.22744029491906,0,Stagnant
primary,Sweden,2014,120.85811425561461,H,122.93745332946256,2,Improving
primary,Sweden,2015,122.93745332946256,H,124.85105046236656,2,Improving
primary,Sweden,2016,124.85105046236656,H,126.57538273837086,2,Improving
primary,Sweden,2017,126.57538273837086,H,128.64354093507893,2,Improving
primary,Switzerland,2014,103.4874345852055,H,104.18419996134001,1,Improving
primary,Switzerland,2015,104.18419996134001,H,104.62911251548425,0,Stagnant
primary,Switzerland,2016,104.62911251548425,H,105.19068279483004,1,Improving
primary,Switzerland,2017,105.19068279483004,H,105.47647056412441,0,Stagnant
primary,Tajikistan,2014,98.27900069285059,LM,97.6087944243304,-1,Worsening
primary,Tajikistan,2015,97.6087944243304,LM,97.98572689075057,0,Stagnant
primary,Tajikistan,2016,97.98572689075057,LM,100.85743997593151,3,Improving
primary,Thailand,2014,102.11088427908234,UM,100.65086281863198,-1,Worsening
primary,Thailand,2015,100.65086281863198,UM,100.75752872396735,0,Stagnant
primary,Thailand,2016,100.75752872396735,UM,99.625029619864,-1,Worsening
primary,Thailand,2017,99.625029619864,UM,99.77436282896853,0,Stagnant
primary,Thailand,2018,99.77436282896853,UM,101.0526723984652,1,Improving
primary,Timor-Leste,2014,127.84355938284895,LM,128.21391534140858,0,Stagnant
primary,Timor-Leste,2015,128.21391534140858,LM,125.72125109119168,-2,Worsening
primary,Timor-Leste,2016,125.72125109119168,LM,119.7651295281092,-6,Worsening
primary,Timor-Leste,2017,119.7651295281092,LM,115.30781398977203,-4,Worsening
primary,Timor-Leste,2018,115.30781398977203,LM,112.48297874658213,-3,Worsening
primary,Togo,2014,123.94582619266048,L,128.04400104601618,4,Improving
primary,Togo,2015,128.04400104601618,L,125.10714622690742,-3,Worsening
primary,Togo,2016,125.10714622690742,L,124.35097171696239,-1,Worsening
primary,Togo,2017,124.35097171696239,L,123.76463180470311,-1,Worsening
primary,Togo,2018,123.76463180470311,L,124.31860695767894,1,Improving
primary,Tonga,2014,115.71215813701599,UM,116.33897376173185,1,Improving
primary,Tunisia,2014,113.33362467406256,UM,114.5549356267275,1,Improving
primary,Tunisia,2015,114.5549356267275,LM,114.92017316995428,0,Stagnant
primary,Tunisia,2016,114.92017316995428,LM,115.64960581296198,1,Improving
primary,Tunisia,2017,115.64960581296198,LM,115.44597200060329,-0,Stagnant
primary,Turkey,2014,106.31294846385487,UM,103.02729598162928,-3,Worsening
primary,Turkey,2015,103.02729598162928,UM,100.94765364204702,-2,Worsening
primary,Turkey,2016,100.94765364204702,UM,93.15497534191964,-8,Worsening
primary,Turkey,2017,93.15497534191964,UM,94.91044807200448,2,Improving
primary,Tuvalu,2014,96.14343707713125,UM,99.79879275653923,4,Improving
primary,Tuvalu,2015,99.79879275653923,UM,88.09048569527612,-12,Worsening
primary,Tuvalu,2018,86.02988953866146,UM,108.83301096067053,23,Improving
primary,Uganda,2015,102.64839850296083,L,104.00066034270776,1,Improving
primary,Uganda,2016,104.00066034270776,L,102.70470623415531,-1,Worsening
primary,United Arab Emirates,2014,103.07352153276135,H,111.54276118391762,8,Improving
primary,United Arab Emirates,2015,111.54276118391762,H,108.67271071292484,-3,Worsening
primary,United Arab Emirates,2016,108.67271071292484,H,108.39705551132728,-0,Stagnant
primary,Uruguay,2014,111.33335409292687,H,111.04047883543187,-0,Stagnant
primary,Uruguay,2015,111.04047883543187,H,109.7077820901442,-1,Worsening
primary,Uruguay,2016,109.7077820901442,H,108.45944385438422,-1,Worsening
primary,Uruguay,2017,108.45944385438422,H,106.01723189472256,-2,Worsening
primary,Uzbekistan,2014,98.47447328222098,LM,99.93193059167484,1,Improving
primary,Uzbekistan,2015,99.93193059167484,LM,101.57248713670835,2,Improving
primary,Uzbekistan,2016,101.57248713670835,LM,103.65492006636718,2,Improving
primary,Uzbekistan,2017,103.65492006636718,LM,104.23298198639155,1,Improving
primary,Uzbekistan,2018,104.23298198639155,LM,102.22148253028487,-2,Worsening
primary,Zambia,2014,104.33199254797421,LM,101.46048158756422,-3,Worsening
primary,Zambia,2015,101.46048158756422,LM,98.60697583356112,-3,Worsening
primary,Zambia,2016,98.60697583356112,LM,98.7155241507124,0,Stagnant
